"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.042154680E0,1.141150296E-2,7.510423660E-3,-5.489349365E-2
2.052194909E0,-3.450973332E-2,-1.826286316E-4,2.463817596E-2
2.062265656E0,-4.812555015E-2,2.465939522E-2,5.846214294E-2
2.072305885E0,-1.312324405E-2,-3.059530258E-2,2.404108047E-1
2.082346114E0,2.281424403E-2,-2.046060562E-2,2.159767151E-1
2.092386345E0,1.583008468E-2,-1.306104660E-2,1.596441269E-1
2.102426574E0,2.309405804E-2,2.884960175E-2,6.226348877E-2
2.112466803E0,4.167632759E-2,5.140113831E-2,-1.021671295E-1
2.122507032E0,3.600351512E-2,4.796862602E-2,-1.324100494E-1
2.132547261E0,4.369217157E-2,6.277751923E-2,-4.968929291E-2
2.142587491E0,-4.367426038E-2,1.424319744E-1,8.986663818E-2
2.152627721E0,4.156357050E-2,-1.450443268E-2,1.927070618E-1
2.162698468E0,5.207704008E-2,1.282382011E-2,2.740421295E-1
2.172738697E0,2.844411135E-2,4.041838646E-2,1.967811584E-1
2.182778926E0,5.013178289E-2,-1.844620705E-2,1.737899780E-1
2.192819155E0,3.706626594E-2,6.797552109E-3,6.155967712E-2
2.202859384E0,8.566677570E-3,3.836011887E-2,-1.743602753E-2
2.212899614E0,-3.630402684E-2,1.720619202E-2,-1.299476624E-1
2.222939843E0,6.247183681E-2,7.103681564E-3,-1.448249817E-2
2.233010590E0,-1.028478146E-2,-2.019309998E-2,1.183843613E-1
2.243050820E0,7.299758494E-2,-5.993103981E-2,1.122083664E-1
2.253091049E0,3.312481940E-2,-7.280802727E-2,8.867359161E-2
2.263131278E0,3.623540699E-2,-1.108622551E-1,1.077871323E-1
2.273171507E0,1.900142431E-2,-1.022322178E-1,4.434108734E-2
2.283211737E0,2.369052172E-2,-6.808853149E-2,-8.242130280E-2
2.293251966E0,4.839223623E-2,-5.370497704E-2,-1.143999100E-1
2.303322713E0,7.253852487E-2,-4.862642288E-2,1.383781433E-3
2.313362942E0,4.534922540E-2,-5.862641335E-2,1.617202759E-1
2.323403172E0,4.083941877E-2,-7.165265083E-2,2.756586075E-1
2.333443401E0,5.626155436E-2,-9.789562225E-2,2.065391541E-1
2.343483630E0,4.785813391E-2,-6.772923470E-2,-3.120994568E-2
2.353523860E0,7.946452498E-2,-2.316617966E-2,-1.691074371E-1
2.363564089E0,4.641151428E-2,4.389286041E-3,-2.113218307E-1
2.373604318E0,7.826511562E-2,9.323000908E-2,-8.790493011E-2
2.383675065E0,4.774890840E-2,1.378383636E-1,2.396202087E-2
2.393715295E0,4.992629588E-2,1.013121605E-1,1.240119934E-1
2.403755524E0,5.286118388E-2,6.738972664E-2,1.212787628E-1
2.413795753E0,3.283590078E-2,9.159898758E-2,6.542396545E-2
2.423835983E0,1.800850034E-2,8.994412422E-2,1.693820953E-2
2.433876212E0,3.130581975E-2,1.055052280E-1,-6.011962891E-2
