,,Name,Username,"User Profile","Tweet ID",Retweets,Comments,Favorites,"Is Retweet?",Date,"Tweet Text","Tweet Source","Status URL"
57,,FalNdaru,FalNdaru,https://www.twitter.com/FalNdaru,"ID: 1378582061540241411",10,1,314,no,"2021-04-04 05:35:50","@KemensetnegRI Min, Tega Banget sih...Apakah Penting Hadir Acara Seperti ini? Memang Pakai Masker tapi khan tetap ada kerumunan, belum lagi pas foto2 saling dempet, Kagak Kasihan sama Nakes, Kasihan Dokter2 yang Kampanye 5M, lha ujug2 Pengelola Negara Datang Hajatan, beneran ini min?","Twitter for Android",https://www.twitter.com/FalNdaru/status/1378582061540241411
58,,"Sir Paimin Van Soekandar",FachSetiawan,https://www.twitter.com/FachSetiawan,"ID: 1378582212526841856",18,3,270,no,"2021-04-04 05:36:26","@Anginsemilirse1 @KemensetnegRI SetNeg? Mendowngrade level dia sendiri, nadir.","Twitter for Android",https://www.twitter.com/FachSetiawan/status/1378582212526841856
59,,"Abdul Jabar",AbdulJa51450828,https://www.twitter.com/AbdulJa51450828,"ID: 1378583289376563201",14,1,138,no,"2021-04-04 05:40:43","@KemensetnegRI Aurel dan Atta Tuh siapa?org berpengaruh di Indonesia kah?Ga mutu banget @KemensetnegRI menjadikan ini sebagai informasi buat rakyat..tolong kedepannya cerdasan dikit ya...","Twitter for Android",https://www.twitter.com/AbdulJa51450828/status/1378583289376563201
60,,"Brigade Soeharto (Founder)",RFauzy5,https://www.twitter.com/RFauzy5,"ID: 1378584802048139267",10,1,60,no,"2021-04-04 05:46:44","@KemensetnegRI Sadar ga kalau masih banyak Rakyat yg kelaparan? Semoga Sekneg mengerti TUPOKSI.","Twitter for Android",https://www.twitter.com/RFauzy5/status/1378584802048139267
61,,🚀,Muapaaa,https://www.twitter.com/Muapaaa,"ID: 1378585016779698177",0,0,8,no,"2021-04-04 05:47:35","@KemensetnegRI https://t.co/j7yffNGmxn","Twitter for Android",https://www.twitter.com/Muapaaa/status/1378585016779698177
62,,"Santuy bray",saya_fikrii,https://www.twitter.com/saya_fikrii,"ID: 1378585092277211136",74,38,523,no,"2021-04-04 05:47:53","@KemensetnegRI Ashiaaaaaaaap kontoool","Twitter for Android",https://www.twitter.com/saya_fikrii/status/1378585092277211136
63,,ceci,anauror,https://www.twitter.com/anauror,"ID: 1378586376602447873",0,0,43,no,"2021-04-04 05:52:59","@KemensetnegRI lagi naikin viewers buat gaji admin https://t.co/qho84vH3wV","Twitter for Android",https://www.twitter.com/anauror/status/1378586376602447873
64,,P,puyuikk,https://www.twitter.com/puyuikk,"ID: 1378588109135224833",85,20,853,no,"2021-04-04 05:59:52","@saya_fikrii @KemensetnegRI :v https://t.co/IDXXVak6TT","Twitter for Android",https://www.twitter.com/puyuikk/status/1378588109135224833
65,,Sujarwedi,SujarMUFC,https://www.twitter.com/SujarMUFC,"ID: 1378588327360618499",13,1,91,no,"2021-04-04 06:00:44","@KemensetnegRI Simpen dlu fotonya. Nti kalo mudik dilarang, pas kena razia tinggal nunjukin foto ini. Trus bilang,""Saya ga mudik pak, tp mau datang ke kondangan suadara...""","Twitter for Android",https://www.twitter.com/SujarMUFC/status/1378588327360618499
66,,"win 🍀",yeswin_,https://www.twitter.com/yeswin_,"ID: 1378589495205896196",0,2,2,no,"2021-04-04 06:05:23","@mrizalp_ @KemensetnegRI Hmm ketinngalan y mas wkwwk","Twitter for iPad",https://www.twitter.com/yeswin_/status/1378589495205896196
