"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
3.090888672E1,-4.692635238E-1,-1.953668594E0,9.627084732E0
3.091892695E1,-4.932055473E-1,-1.963245392E0,9.670180321E0
3.092899769E1,-4.644751251E-1,-1.968033791E0,9.801861763E0
3.093903792E1,-4.764461517E-1,-2.013523579E0,9.854534149E0
3.094910867E1,-4.788403511E-1,-2.023100376E0,9.816226959E0
3.095914889E1,-4.860229492E-1,-2.066195965E0,9.682151794E0
3.096918912E1,-5.386953950E-1,-2.102109194E0,9.576807022E0
3.097925987E1,-5.147533417E-1,-2.102109194E0,9.572018623E0
3.098930010E1,-4.860229492E-1,-2.085349798E0,9.677363396E0
3.099937084E1,-5.267243981E-1,-2.066195965E0,9.713275909E0
3.100941107E1,-5.051765442E-1,-2.063801765E0,9.703699112E0
3.101945130E1,-5.027823448E-1,-2.075772762E0,9.660603523E0
3.102952204E1,-4.716577232E-1,-2.090138197E0,9.662998199E0
3.103956227E1,-4.932055473E-1,-2.109291792E0,9.627084732E0
3.104963301E1,-4.860229492E-1,-2.159569979E0,9.574412346E0
3.105967324E1,-4.979939461E-1,-2.209848166E0,9.533711433E0
3.106974399E1,-4.979939461E-1,-2.224213362E0,9.538499832E0
3.107978421E1,-4.764461517E-1,-2.272097349E0,9.588777542E0
3.108982444E1,-4.860229492E-1,-2.281674147E0,9.682151794E0
3.109989519E1,-5.027823448E-1,-2.346317768E0,9.756371498E0
3.110993542E1,-5.123591423E-1,-2.322375536E0,9.696516991E0
3.112000616E1,-5.171475410E-1,-2.310404539E0,9.560047150E0
3.113004639E1,-5.099649429E-1,-2.322375536E0,9.457097054E0
3.114008662E1,-5.099649429E-1,-2.317587137E0,9.488221169E0
3.115015736E1,-4.955997467E-1,-2.315192938E0,9.617507935E0
3.116019759E1,-5.195417404E-1,-2.348711967E0,9.710882187E0
3.117026833E1,-5.219359994E-1,-2.353500366E0,9.686940193E0
3.118030856E1,-4.836287498E-1,-2.377442360E0,9.696516991E0
3.119037931E1,-5.650315881E-1,-2.363077164E0,9.500192642E0
3.120041953E1,-5.027823448E-1,-2.358288765E0,9.507374763E0
3.121045976E1,-5.410895944E-1,-2.334346771E0,9.567230225E0
3.122053051E1,-5.195417404E-1,-2.317587137E0,9.560047150E0
3.123057073E1,-5.243301988E-1,-2.329558372E0,9.562441826E0
3.124064148E1,-5.410895944E-1,-2.312798738E0,9.452308655E0
3.125068171E1,-5.099649429E-1,-2.322375536E0,9.507374763E0
3.126072194E1,-5.674257874E-1,-2.305616140E0,9.581595421E0
3.127079268E1,-4.740519226E-1,-2.300827742E0,9.682151794E0
3.128083291E1,-4.979939461E-1,-2.272097349E0,9.732429504E0
3.129090365E1,-5.027823448E-1,-2.329558372E0,9.696516991E0
3.130094388E1,-4.381389022E-1,-2.348711967E0,9.770736694E0
3.131098411E1,-5.003881454E-1,-2.396595955E0,9.816226959E0
3.132105485E1,-5.123591423E-1,-2.394201756E0,9.742006302E0
3.133109508E1,-4.764461517E-1,-2.375048161E0,9.543288231E0
3.134116583E1,-5.075707436E-1,-2.384624958E0,9.548076630E0
3.135120606E1,-5.267243981E-1,-2.437297344E0,9.665391922E0
3.136127680E1,-5.267243981E-1,-2.470816135E0,9.763554573E0
3.137131703E1,-4.788403511E-1,-2.463633537E0,9.696516991E0
3.138135726E1,-5.554547906E-1,-2.509123325E0,9.478644371E0
3.139142800E1,-5.626373887E-1,-2.566584110E0,9.325415611E0
3.140146823E1,-5.339069963E-1,-2.564189911E0,9.375694275E0
3.141153897E1,-5.530605912E-1,-2.549824715E0,9.516951561E0
3.142157920E1,-5.291185975E-1,-2.547430515E0,9.706093788E0
3.143164994E1,-5.123591423E-1,-2.571372509E0,9.856928825E0
3.144169017E1,-5.003881454E-1,-2.561795712E0,9.825803757E0
3.145173040E1,-4.596867263E-1,-2.535459518E0,9.662998199E0
3.146180115E1,-4.692635238E-1,-2.535459518E0,9.512163162E0
3.147184137E1,-5.027823448E-1,-2.561795712E0,9.521739960E0
3.148191212E1,-5.123591423E-1,-2.535459518E0,9.624691010E0
3.149195235E1,-5.027823448E-1,-2.497152328E0,9.710882187E0
3.150202309E1,-5.339069963E-1,-2.489969730E0,9.701305389E0
3.151206332E1,-5.291185975E-1,-2.477998734E0,9.583989143E0
3.152213407E1,-5.267243981E-1,-2.432508945E0,9.461885452E0
3.153217429E1,-5.195417404E-1,-2.420537949E0,9.485827446E0
3.154221452E1,-5.099649429E-1,-2.425326347E0,9.531316757E0
3.155228527E1,-4.908113480E-1,-2.449268341E0,9.567230225E0
3.156232549E1,-4.477157295E-1,-2.513911724E0,9.521739960E0
3.157239624E1,-4.405331016E-1,-2.528276920E0,9.512163162E0
3.158243647E1,-4.548983276E-1,-2.528276920E0,9.593565941E0
3.159250721E1,-4.596867263E-1,-2.547430515E0,9.605537415E0
3.160254744E1,-4.788403511E-1,-2.545036316E0,9.548076630E0
3.161261819E1,-4.620809257E-1,-2.557007313E0,9.473855972E0
3.162265841E1,-4.764461517E-1,-2.568978310E0,9.457097054E0
3.163269864E1,-4.740519226E-1,-2.549824715E0,9.459490776E0
3.164276938E1,-4.716577232E-1,-2.530671120E0,9.457097054E0
3.165280961E1,-4.596867263E-1,-2.549824715E0,9.447520256E0
3.166288036E1,-4.596867263E-1,-2.509123325E0,9.464279175E0
3.167292059E1,-4.668693244E-1,-2.511517525E0,9.481039047E0
3.168296081E1,-4.644751251E-1,-2.504334927E0,9.490615845E0
3.169303156E1,-4.740519226E-1,-2.485181332E0,9.540893555E0
3.170307179E1,-4.548983276E-1,-2.434903145E0,9.595960617E0
3.171314253E1,-4.405331016E-1,-2.403778553E0,9.629479408E0
3.172318276E1,-4.477157295E-1,-2.394201756E0,9.636661530E0
3.173325350E1,-4.285621047E-1,-2.365471363E0,9.662998199E0
3.174329373E1,-4.213795066E-1,-2.336740971E0,9.579200745E0
3.175333396E1,-4.189853072E-1,-2.284068346E0,9.569623947E0
3.176340471E1,-4.141969085E-1,-2.260126352E0,9.560047150E0
3.177344493E1,-4.381389022E-1,-2.224213362E0,9.629479408E0
3.178351568E1,-3.950432837E-1,-2.207453966E0,9.658209801E0
3.179355590E1,-4.213795066E-1,-2.176329374E0,9.672574997E0
3.180362665E1,-4.094084799E-1,-2.169146776E0,9.660603523E0
3.181366688E1,-4.261679053E-1,-2.159569979E0,9.615114212E0
3.182370711E1,-4.141969085E-1,-2.133233786E0,9.564835548E0
3.183377785E1,-4.309563041E-1,-2.116474390E0,9.595960617E0
3.184381808E1,-4.429273009E-1,-2.130839586E0,9.646238327E0
3.185388882E1,-4.094084799E-1,-2.123656988E0,9.674968719E0
3.186392905E1,-4.094084799E-1,-2.140416384E0,9.679757118E0
3.187399980E1,-4.501099288E-1,-2.142810583E0,9.665391922E0
3.188404002E1,-4.165911078E-1,-2.152387381E0,9.610325813E0
3.189408025E1,-4.046200812E-1,-2.118868589E0,9.569623947E0
3.190415100E1,-3.902548850E-1,-2.085349798E0,9.674968719E0
3.191419123E1,-3.998316824E-1,-2.056619167E0,9.770736694E0
3.192426197E1,-4.022258818E-1,-2.030282974E0,9.773131371E0
3.193430220E1,-3.495534360E-1,-2.001552582E0,9.677363396E0
3.194434243E1,-4.022258818E-1,-1.956062794E0,9.648633003E0
3.195441317E1,-3.351882398E-1,-1.900996208E0,9.591172218E0
3.196445340E1,-3.495534360E-1,-1.874659896E0,9.567230225E0
3.197452414E1,-3.950432837E-1,-1.867477298E0,9.600749016E0
3.198456437E1,-3.495534360E-1,-1.881842494E0,9.765948296E0
3.199460460E1,-3.399766386E-1,-1.850717902E0,9.950302124E0
3.200467534E1,-3.926490843E-1,-1.817199111E0,9.828198433E0
3.201471557E1,-4.141969085E-1,-1.817199111E0,9.562441826E0
3.202478632E1,-3.830722570E-1,-1.810016513E0,9.366117477E0
3.203482654E1,-3.806780577E-1,-1.752555609E0,9.387664795E0
3.204486677E1,-3.615244627E-1,-1.711854219E0,9.622296333E0
3.205493752E1,-3.567360640E-1,-1.719036818E0,9.751583099E0
3.206497775E1,-2.250549644E-1,-1.723825216E0,1.007958889E1
3.207504849E1,-3.519476354E-1,-1.680729628E0,1.018972206E1
3.208508872E1,-3.447650373E-1,-1.596932530E0,1.008916569E1
3.209515946E1,-3.878606856E-1,-1.553836942E0,9.890447617E0
3.210519969E1,-4.022258818E-1,-1.551442742E0,9.749189377E0
3.211523992E1,-3.926490843E-1,-1.563413739E0,9.646238327E0
3.212531066E1,-3.974374831E-1,-1.568202138E0,9.600749016E0
3.213535089E1,-3.830722570E-1,-1.556231141E0,9.600749016E0
3.214542164E1,-3.758896589E-1,-1.565807939E0,9.672574997E0
3.215546186E1,-3.782838583E-1,-1.565807939E0,9.744400978E0
3.216550209E1,-3.806780577E-1,-1.551442742E0,9.801861763E0
3.217557284E1,-3.471592367E-1,-1.513135433E0,9.852140427E0
3.218561307E1,-3.926490843E-1,-1.520318031E0,9.797073364E0
3.219568381E1,-3.974374831E-1,-1.510741234E0,9.758766174E0
3.220572404E1,-3.447650373E-1,-1.544260144E0,9.840168953E0
3.221576427E1,-3.782838583E-1,-1.520318031E0,9.811438560E0
3.222583501E1,-3.112462163E-1,-1.517923832E0,9.859322548E0
3.223587524E1,-3.854664862E-1,-1.498770237E0,9.861717224E0
3.224594598E1,-3.184288144E-1,-1.482010841E0,9.751583099E0
3.225598621E1,-3.758896589E-1,-1.441309452E0,9.655815125E0
3.226605696E1,-3.782838583E-1,-1.414973259E0,9.560047150E0
3.227609719E1,-3.495534360E-1,-1.403002143E0,9.684545517E0
3.228613741E1,-3.711012602E-1,-1.355118155E0,9.756371498E0
3.229620816E1,-3.495534360E-1,-1.319205165E0,9.914389610E0
3.230624839E1,-3.375824392E-1,-1.300051570E0,9.935936928E0
3.231631913E1,-3.471592367E-1,-1.314416766E0,9.883264542E0
3.232635936E1,-3.351882398E-1,-1.312022567E0,9.852140427E0
3.233643010E1,-3.303998411E-1,-1.326387763E0,9.832986832E0
3.234647033E1,-3.543418646E-1,-1.307234168E0,9.797073364E0
3.235651056E1,-3.711012602E-1,-1.295263171E0,9.765948296E0
3.236658131E1,-3.639186621E-1,-1.256955862E0,9.763554573E0
3.237662153E1,-3.351882398E-1,-1.225831270E0,9.751583099E0
3.238669228E1,-3.471592367E-1,-1.223437071E0,9.801861763E0
3.239673250E1,-3.351882398E-1,-1.244984865E0,9.854534149E0
3.240680325E1,-3.256114423E-1,-1.247379065E0,9.864110947E0
3.241684348E1,-3.471592367E-1,-1.247379065E0,9.809044838E0
3.242691422E1,-3.639186621E-1,-1.237802267E0,9.797073364E0
3.243695445E1,-3.567360640E-1,-1.201889277E0,9.789890289E0
3.244702520E1,-3.471592367E-1,-1.204283476E0,9.797073364E0
3.245706542E1,-3.471592367E-1,-1.187524080E0,9.797073364E0
3.246710565E1,-3.615244627E-1,-1.170764685E0,9.806650162E0
3.247717640E1,-3.351882398E-1,-1.154005170E0,9.823410034E0
3.248721662E1,-3.447650373E-1,-1.165976286E0,9.837775230E0
3.249728737E1,-3.280056417E-1,-1.139639974E0,9.830592155E0
3.250732760E1,-2.944868207E-1,-1.125274777E0,9.806650162E0
3.251739834E1,-3.351882398E-1,-1.098938584E0,9.761159897E0
3.252743857E1,-3.351882398E-1,-1.091755986E0,9.770736694E0
3.253750932E1,-3.351882398E-1,-1.086967587E0,9.828198433E0
3.254754954E1,-3.256114423E-1,-1.082179189E0,9.892841339E0
3.255762029E1,-3.351882398E-1,-1.053448796E0,9.943120003E0
3.256766052E1,-3.232172430E-1,-1.022324085E0,9.952696800E0
3.257773126E1,-3.112462163E-1,-1.012747288E0,9.904812813E0
3.258777149E1,-3.351882398E-1,-9.672574997E-1,9.821015358E0
3.259781172E1,-3.303998411E-1,-9.648633003E-1,9.713275909E0
3.260788246E1,-3.519476354E-1,-9.840168953E-1,9.694122314E0
3.261792269E1,-3.351882398E-1,-9.744400978E-1,9.794678688E0
3.262799344E1,-3.280056417E-1,-9.720458984E-1,1.003888798E1
3.263803366E1,-3.208230138E-1,-9.361328483E-1,1.010353088E1
3.264810441E1,-2.873041928E-1,-9.576807022E-1,9.890447617E0
3.265814464E1,-3.112462163E-1,-9.959878922E-1,9.538499832E0
3.266821538E1,-3.184288144E-1,-1.019929886E0,9.380482674E0
3.267825561E1,-3.208230138E-1,-9.720458984E-1,9.619902611E0
3.268832635E1,-2.968810201E-1,-9.457096457E-1,9.926360130E0
3.269836658E1,-2.944868207E-1,-9.074024558E-1,1.019451046E1
3.270840681E1,-2.968810201E-1,-8.810662031E-1,1.026633644E1
3.271847755E1,-3.040636182E-1,-8.571242094E-1,1.018014526E1
3.272851778E1,-3.136404157E-1,-8.164227605E-1,9.995792389E0
3.273858853E1,-2.896983922E-1,-7.829039693E-1,9.873687744E0
3.274862875E1,-2.992752194E-1,-7.661445141E-1,9.751583099E0
3.275869950E1,-3.040636182E-1,-7.709329724E-1,9.698910713E0
3.276873973E1,-3.112462163E-1,-7.781155705E-1,9.698910713E0
3.277881047E1,-3.112462163E-1,-7.757213712E-1,9.732429504E0
3.278885070E1,-3.208230138E-1,-7.661445141E-1,9.835380554E0
3.279892145E1,-3.256114423E-1,-7.469909191E-1,9.885659218E0
3.280896167E1,-3.351882398E-1,-7.326257229E-1,9.890447617E0
3.281900190E1,-3.088520169E-1,-7.278373241E-1,9.902418137E0
3.282907265E1,-2.753331959E-1,-7.326257229E-1,9.871294022E0
3.283911287E1,-2.729389966E-1,-7.541735172E-1,9.916783333E0
3.284918362E1,-2.561795712E-1,-7.541735172E-1,9.933543205E0
3.285922385E1,-2.705447972E-1,-7.709329724E-1,9.892841339E0
3.286929459E1,-2.633621991E-1,-7.685387731E-1,9.854534149E0
3.287933482E1,-2.633621991E-1,-7.565677166E-1,9.785101891E0
3.288937505E1,-2.992752194E-1,-7.110779285E-1,9.710882187E0
3.289944579E1,-2.561795712E-1,-7.182605267E-1,9.751583099E0
3.290948602E1,-2.729389966E-1,-6.871358752E-1,9.832986832E0
3.291955677E1,-2.537853718E-1,-6.488286853E-1,9.923966408E0
3.292959699E1,-2.681505978E-1,-6.416460276E-1,9.950302124E0
3.293966774E1,-2.394201756E-1,-6.536170840E-1,9.959878922E0
3.294970797E1,-2.274491638E-1,-6.296750307E-1,9.938331604E0
3.295977871E1,-2.202665508E-1,-5.961562395E-1,9.880870819E0
3.296981894E1,-2.896983922E-1,-5.913678408E-1,9.883264542E0
3.297988968E1,-2.561795712E-1,-6.129156351E-1,9.842563629E0
3.298992991E1,-2.513911724E-1,-6.081272364E-1,9.835380554E0
3.299997014E1,-2.418143749E-1,-5.722141862E-1,9.864110947E0
3.301004088E1,-2.370259613E-1,-5.602431893E-1,9.885659218E0
3.302008111E1,-2.585737705E-1,-5.674257874E-1,9.885659218E0
3.303015186E1,-2.609679997E-1,-5.578489900E-1,9.902418137E0
3.304019209E1,-2.489969730E-1,-5.434837937E-1,9.916783333E0
3.305023231E1,-2.489969730E-1,-4.979939461E-1,9.890447617E0
3.306030306E1,-2.585737705E-1,-4.955997467E-1,9.873687744E0
3.307034329E1,-2.705447972E-1,-5.315127969E-1,9.871294022E0
3.308041403E1,-2.585737705E-1,-5.410895944E-1,9.888052940E0
3.309045426E1,-2.825157940E-1,-5.195417404E-1,9.880870819E0
3.310052500E1,-2.920926213E-1,-5.027823448E-1,9.911994934E0
3.311056523E1,-2.944868207E-1,-5.243301988E-1,9.897629738E0
3.312060546E1,-2.561795712E-1,-5.243301988E-1,9.923966408E0
3.313067620E1,-2.753331959E-1,-5.123591423E-1,9.907206535E0
3.314071643E1,-2.705447972E-1,-5.075707436E-1,9.914389610E0
3.315078718E1,-2.609679997E-1,-4.955997467E-1,9.909601212E0
3.316082740E1,-2.849099934E-1,-4.740519226E-1,9.911994934E0
3.317086763E1,-2.753331959E-1,-4.884171486E-1,9.885659218E0
3.318093838E1,-2.657563984E-1,-4.860229492E-1,1.018972206E1
3.319097861E1,-3.160346150E-1,-4.836287498E-1,9.923966408E0
3.320104935E1,-2.346317619E-1,-4.908113480E-1,9.947908401E0
3.321108958E1,-2.992752194E-1,-4.620809257E-1,9.931148529E0
3.322112981E1,-2.418143749E-1,-4.788403511E-1,9.993397713E0
3.323120055E1,-2.322375625E-1,-4.812345505E-1,1.016817474E1
3.324124078E1,-2.705447972E-1,-4.525041282E-1,1.012029076E1
3.325131152E1,-2.059013397E-1,-4.381389022E-1,1.025436592E1
3.326135175E1,-3.232172430E-1,-4.405331016E-1,1.013944435E1
3.327142250E1,-2.849099934E-1,-4.596867263E-1,9.955090523E0
3.328146273E1,-3.208230138E-1,-4.860229492E-1,9.715670586E0
3.329150295E1,-3.495534360E-1,-5.482721925E-1,9.390059471E0
3.330157370E1,-3.711012602E-1,-6.416460276E-1,9.370905876E0
3.331161393E1,-3.543418646E-1,-6.991068721E-1,9.636661530E0
3.332168467E1,-3.016694188E-1,-7.613561153E-1,9.832986832E0
3.333172490E1,-2.729389966E-1,-8.236053586E-1,9.897629738E0
3.334179564E1,-2.992752194E-1,-9.289502501E-1,9.725247383E0
3.335183587E1,-3.375824392E-1,-1.027112484E0,9.538499832E0
3.336187610E1,-2.825157940E-1,-1.036689281E0,9.607931137E0
3.337194685E1,-3.088520169E-1,-1.015141487E0,9.852140427E0
3.338198707E1,-2.537853718E-1,-9.648633003E-1,1.013226128E1
3.339205782E1,-2.154781520E-1,-9.265560508E-1,1.029985619E1
3.340209804E1,-2.106897533E-1,-8.690952063E-1,1.032858658E1
3.341213827E1,-2.825157940E-1,-8.331822157E-1,1.015141487E1
3.342220902E1,-2.585737705E-1,-7.589619160E-1,9.883264542E0
3.343224925E1,-3.136404157E-1,-7.541735172E-1,9.746794701E0
3.344231999E1,-3.782838583E-1,-7.182605267E-1,9.701305389E0
3.345236022E1,-3.639186621E-1,-7.038952708E-1,9.761159897E0
3.346243096E1,-3.591302633E-1,-6.584054828E-1,9.821015358E0
3.347247119E1,-3.615244627E-1,-6.536170840E-1,9.787496567E0
3.348251142E1,-3.471592367E-1,-6.320692301E-1,9.751583099E0
3.349258216E1,-3.782838583E-1,-6.344634295E-1,9.813833237E0
3.350262239E1,-3.974374831E-1,-7.038952708E-1,9.923966408E0
3.351269314E1,-4.070142806E-1,-7.278373241E-1,9.967061996E0
3.352273336E1,-3.926490843E-1,-7.517793179E-1,9.943120003E0
3.353277359E1,-4.812345505E-1,-8.379706144E-1,1.005564690E1
3.354284434E1,-2.513911724E-1,-8.068459630E-1,9.806650162E0
3.355288456E1,-4.261679053E-1,-8.906430602E-1,9.849745750E0
3.356295531E1,-3.926490843E-1,-9.648633003E-1,9.825803757E0
3.357299554E1,-4.070142806E-1,-1.074996591E0,9.785101891E0
3.358303577E1,-4.070142806E-1,-1.161187768E0,9.749189377E0
3.359310651E1,-4.070142806E-1,-1.266532660E0,9.725247383E0
3.360314674E1,-4.022258818E-1,-1.304839969E0,9.818621635E0
3.361321748E1,-3.902548850E-1,-1.357512355E0,9.861717224E0
3.362325771E1,-3.734954596E-1,-1.367089152E0,9.859322548E0
3.363329794E1,-3.639186621E-1,-1.364694953E0,9.840168953E0
3.364336868E1,-3.878606856E-1,-1.374271750E0,9.785101891E0
3.365340891E1,-3.088520169E-1,-1.352723956E0,9.756371498E0
3.366347966E1,-4.429273009E-1,-1.328781962E0,9.765948296E0
3.367351989E1,-3.327940404E-1,-1.328781962E0,9.806650162E0
3.368356011E1,-3.854664862E-1,-1.335964561E0,9.761159897E0
3.369363086E1,-4.740519226E-1,-1.350329757E0,9.679757118E0
3.370367109E1,-4.477157295E-1,-1.331176162E0,9.677363396E0
3.371374183E1,-4.213795066E-1,-1.357512355E0,9.775525093E0
3.372378206E1,-4.429273009E-1,-1.362300754E0,9.830592155E0
3.373385281E1,-4.692635238E-1,-1.359906554E0,9.797073364E0
3.374389303E1,-4.668693244E-1,-1.350329757E0,9.782708168E0
3.375393326E1,-4.357447028E-1,-1.364694953E0,9.804255486E0
3.376400401E1,-4.596867263E-1,-1.350329757E0,9.797073364E0
3.377404423E1,-4.405331016E-1,-1.364694953E0,9.816226959E0
3.378411498E1,-4.261679053E-1,-1.340752959E0,9.792284966E0
3.379415521E1,-4.309563041E-1,-1.369483352E0,9.825803757E0
3.380422595E1,-4.692635238E-1,-1.398213744E0,9.837775230E0
3.381426618E1,-4.620809257E-1,-1.429338455E0,9.866505623E0
3.382430641E1,-4.596867263E-1,-1.472434044E0,9.835380554E0
3.383437715E1,-4.501099288E-1,-1.486799240E0,9.804255486E0
3.384441738E1,-4.932055473E-1,-1.496376038E0,9.722852707E0
3.385448812E1,-4.764461517E-1,-1.503558636E0,9.708487511E0
3.386452835E1,-4.453215301E-1,-1.515529633E0,9.742006302E0
3.387459910E1,-4.477157295E-1,-1.541865945E0,9.768342972E0
3.388463932E1,-4.237737060E-1,-1.592144132E0,9.763554573E0
3.389467955E1,-4.429273009E-1,-1.628057122E0,9.799467087E0
3.390475030E1,-4.405331016E-1,-1.618480325E0,9.797073364E0
3.391479052E1,-4.740519226E-1,-1.635239720E0,9.811438560E0
3.392486127E1,-4.836287498E-1,-1.620874524E0,9.775525093E0
3.393490150E1,-4.932055473E-1,-1.632845521E0,9.765948296E0
3.394494173E1,-4.788403511E-1,-1.635239720E0,9.722852707E0
3.395501247E1,-4.596867263E-1,-1.659181833E0,9.667786598E0
3.396505270E1,-4.740519226E-1,-1.695094824E0,9.610325813E0
3.397512344E1,-4.429273009E-1,-1.699883223E0,9.722852707E0
3.398516367E1,-4.094084799E-1,-1.731007814E0,9.888052940E0
3.399523442E1,-4.884171486E-1,-1.752555609E0,9.854534149E0
3.400527464E1,-4.764461517E-1,-1.766920805E0,9.639056206E0
3.401531487E1,-4.836287498E-1,-1.802833915E0,9.512163162E0
3.402538562E1,-4.932055473E-1,-1.793257117E0,9.540893555E0
3.403542585E1,-4.955997467E-1,-1.783680320E0,9.720458984E0
3.404549659E1,-4.405331016E-1,-1.788468719E0,9.878476143E0
3.405553682E1,-4.357447028E-1,-1.814804912E0,9.998186111E0
3.406557705E1,-4.525041282E-1,-1.829170108E0,9.950302124E0
3.407564779E1,-4.261679053E-1,-1.805228114E0,9.768342972E0
3.408568802E1,-4.764461517E-1,-1.821987510E0,9.641449928E0
3.409575876E1,-5.051765442E-1,-1.819593310E0,9.591172218E0
3.410579899E1,-5.219359994E-1,-1.831564307E0,9.600749016E0
3.411583922E1,-5.386953950E-1,-1.833958507E0,9.636661530E0
3.412590997E1,-5.315127969E-1,-1.833958507E0,9.696516991E0
3.413595019E1,-5.315127969E-1,-1.833958507E0,9.720458984E0
3.414602094E1,-5.674257874E-1,-1.831564307E0,9.718064308E0
3.415606117E1,-5.482721925E-1,-1.841141105E0,9.670180321E0
3.416613191E1,-5.746083856E-1,-1.860294700E0,9.670180321E0
3.417617214E1,-5.626373887E-1,-1.893813491E0,9.682151794E0
3.418621237E1,-5.410895944E-1,-1.939303398E0,9.782708168E0
3.419628311E1,-5.602431893E-1,-1.970427990E0,9.761159897E0
3.420632334E1,-5.315127969E-1,-2.025494576E0,9.742006302E0
3.421639408E1,-6.057330370E-1,-2.030282974E0,9.653421402E0
3.422643431E1,-5.386953950E-1,-2.030282974E0,9.655815125E0
3.423650506E1,-5.817909837E-1,-2.032677174E0,9.662998199E0
3.424654528E1,-5.889736414E-1,-1.999158382E0,9.651026726E0
3.425658551E1,-5.578489900E-1,-1.999158382E0,9.689333916E0
3.426665626E1,-6.153098345E-1,-1.999158382E0,9.701305389E0
3.427669648E1,-5.650315881E-1,-1.984793186E0,9.753977776E0
3.428676723E1,-5.554547906E-1,-1.999158382E0,9.713275909E0
3.429680746E1,-5.554547906E-1,-2.011129379E0,9.684545517E0
3.430687820E1,-5.363011956E-1,-2.020706177E0,9.634267807E0
3.431691843E1,-5.506663918E-1,-2.018311977E0,9.651026726E0
3.432695866E1,-5.482721925E-1,-2.035071373E0,9.658209801E0
3.433702940E1,-5.434837937E-1,-2.049436569E0,9.636661530E0
3.434706963E1,-5.746083856E-1,-2.080561161E0,9.624691010E0
3.435714038E1,-5.722141862E-1,-2.102109194E0,9.648633003E0
3.436718060E1,-5.770025849E-1,-2.109291792E0,9.670180321E0
3.437725135E1,-5.698199868E-1,-2.152387381E0,9.641449928E0
3.438729158E1,-5.530605912E-1,-2.142810583E0,9.629479408E0
3.439733181E1,-5.722141862E-1,-2.173935175E0,9.605537415E0
3.440740255E1,-5.482721925E-1,-2.181117773E0,9.627084732E0
3.441744278E1,-5.434837937E-1,-2.217030764E0,9.651026726E0
3.442751352E1,-5.602431893E-1,-2.238578558E0,9.658209801E0
3.443755375E1,-5.889736414E-1,-2.233790159E0,9.725247383E0
3.444762450E1,-5.961562395E-1,-2.217030764E0,9.777919769E0
3.445766472E1,-5.889736414E-1,-2.214636564E0,9.832986832E0
3.446770495E1,-5.937620401E-1,-2.202665567E0,9.787496567E0
3.447777570E1,-5.913678408E-1,-2.181117773E0,9.689333916E0
3.448781592E1,-5.746083856E-1,-2.145204782E0,9.605537415E0
3.449788667E1,-5.722141862E-1,-2.142810583E0,9.607931137E0
3.450792690E1,-5.650315881E-1,-2.149993181E0,9.591172218E0
3.451796713E1,-5.841852427E-1,-2.152387381E0,9.591172218E0
3.452803787E1,-6.105214357E-1,-2.166752577E0,9.634267807E0
3.453807810E1,-6.057330370E-1,-2.154781580E0,9.679757118E0
3.454814884E1,-6.033388376E-1,-2.149993181E0,9.722852707E0
3.455818907E1,-6.009446383E-1,-2.152387381E0,9.658209801E0
3.456825982E1,-6.081272364E-1,-2.173935175E0,9.591172218E0
3.457830004E1,-6.129156351E-1,-2.185906172E0,9.536105156E0
3.458834027E1,-5.937620401E-1,-2.200271368E0,9.576807022E0
3.459841102E1,-6.248866320E-1,-2.219424963E0,9.636661530E0
3.460845124E1,-6.512228847E-1,-2.267308950E0,9.639056206E0
3.461852199E1,-6.320692301E-1,-2.310404539E0,9.583989143E0
3.462856222E1,-5.985504389E-1,-2.322375536E0,9.706093788E0
3.463860245E1,-6.272808313E-1,-2.370259762E0,9.830592155E0
3.464867319E1,-7.829039693E-1,-2.363077164E0,9.667786598E0
3.465871342E1,-6.440402865E-1,-2.398990154E0,9.375694275E0
3.466878416E1,-6.584054828E-1,-2.365471363E0,9.212887764E0
3.467882439E1,-6.272808313E-1,-2.370259762E0,9.287108421E0
3.468886462E1,-6.129156351E-1,-2.394201756E0,9.595960617E0
3.469893536E1,-6.368576288E-1,-2.375048161E0,9.856928825E0
3.470897559E1,-6.009446383E-1,-2.379836559E0,1.000536919E1
3.471904634E1,-6.200982332E-1,-2.377442360E0,9.919178009E0
3.472908656E1,-6.081272364E-1,-2.375048161E0,9.696516991E0
3.473912679E1,-6.129156351E-1,-2.379836559E0,9.433155060E0
3.474919754E1,-6.224924326E-1,-2.334346771E0,9.334992409E0
3.475923776E1,-6.153098345E-1,-2.355894566E0,9.428366661E0
3.476930851E1,-6.416460276E-1,-2.324769735E0,9.569623947E0
3.477934874E1,-6.607996821E-1,-2.305616140E0,9.648633003E0
3.478938897E1,-6.296750307E-1,-2.293645144E0,9.682151794E0
3.479945971E1,-6.631938815E-1,-2.284068346E0,9.672574997E0
3.480949994E1,-6.224924326E-1,-2.293645144E0,9.696516991E0
3.481957068E1,-6.368576288E-1,-2.346317768E0,9.624691010E0
3.482961091E1,-6.320692301E-1,-2.353500366E0,9.528923035E0
3.483968166E1,-6.200982332E-1,-2.365471363E0,9.519346237E0
3.484972188E1,-6.248866320E-1,-2.387019157E0,9.591172218E0
3.485976211E1,-6.224924326E-1,-2.398990154E0,9.684545517E0
3.486983286E1,-6.631938815E-1,-2.427720547E0,9.665391922E0
