"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
3.900321867E0,1.454897225E-2,2.379655838E-2,-9.844493866E-2
3.916343595E0,-1.563499123E-2,1.553219557E-2,-7.071495056E-3
3.932365324E0,-3.629152104E-2,1.222479343E-2,5.317115784E-2
3.948356535E0,-3.294774517E-2,9.874820709E-3,5.365943909E-2
3.964286711E0,-1.955233514E-3,4.656112194E-2,2.793407440E-2
3.980216886E0,1.197969168E-2,7.098758221E-2,2.240180969E-3
3.996238615E0,7.031451911E-3,6.742751598E-2,4.444122314E-4
4.012229826E0,-1.147047430E-2,5.038523674E-2,1.534748077E-2
4.028221037E0,-3.417704999E-2,4.710614681E-3,1.588249207E-2
4.044120695E0,-5.917499214E-2,-1.741981506E-2,-5.098342896E-3
4.060081388E0,-3.586819768E-2,-2.265292406E-2,-9.325027466E-3
4.076103117E0,-1.750808582E-2,-3.949397802E-2,-3.272533417E-2
4.092033293E0,-2.533836663E-2,-3.290712833E-3,1.328372955E-2
4.108024504E0,-9.073972702E-3,1.298952103E-2,7.132530212E-2
4.124015715E0,5.065672100E-3,4.239988327E-2,5.460577011E-1
4.140006926E0,-1.907783374E-2,8.770942688E-2,-4.803009033E-1
4.155998136E0,-3.086414188E-3,4.500985146E-2,6.151103973E-2
4.171989347E0,-2.823293582E-2,1.080444455E-1,-2.827415466E-1
4.187919523E0,-2.176502720E-2,1.411765814E-2,9.578227997E-2
4.203910734E0,-3.930248320E-2,7.672685385E-2,3.976182938E-1
4.219840910E0,-4.266979545E-2,2.545827627E-2,1.897916794E-1
4.235832121E0,-5.059736222E-2,7.636606693E-3,3.264045715E-2
4.251792814E0,-7.386494428E-3,1.274877787E-2,-9.568977356E-2
4.267722990E0,1.305310428E-2,4.164576530E-3,-1.117277145E-1
4.283714201E0,2.843357623E-3,1.040202379E-2,-1.473569870E-1
4.299674894E0,8.884742856E-4,7.037037611E-2,1.614828110E-1
4.315666105E0,-1.300714910E-3,5.068445206E-2,3.006076813E-1
4.331657316E0,2.686013281E-2,2.547842264E-2,-3.623867035E-2
4.347618010E0,1.447963715E-2,-5.610525608E-3,-3.444766998E-1
4.363578703E0,-8.544981480E-3,-7.733225822E-3,-3.181705475E-1
4.379539396E0,-5.048993230E-2,1.282376051E-2,-4.356193542E-2
4.395561125E0,-7.391376793E-2,6.016224623E-2,3.507328033E-1
4.411521818E0,-7.934065163E-2,1.023181677E-1,4.489793777E-1
4.427482511E0,-1.221089065E-2,8.900821209E-2,2.178688049E-1
4.443412687E0,4.774077982E-2,7.928675413E-2,-1.276226044E-1
4.459373381E0,3.313298523E-2,4.938733578E-2,-2.172288895E-1
4.475395109E0,-1.526246965E-2,1.723766327E-2,-1.279048920E-1
4.491355803E0,-6.153993309E-2,-2.273142338E-3,-4.385375977E-2
4.507377531E0,-7.695974410E-2,-1.076948643E-2,4.964733124E-2
4.523338224E0,-6.857869774E-2,-1.288229227E-2,1.073083878E-1
4.539298918E0,-5.480761826E-2,-6.886482239E-3,7.651424408E-2
4.555320646E0,-4.941713810E-2,2.494752407E-2,5.053520203E-3
4.571281340E0,-1.461452991E-2,6.692659855E-2,-3.773117065E-2
4.587272551E0,-1.813257113E-2,7.890880108E-2,1.754474640E-2
4.603233244E0,-3.881447017E-3,7.971066236E-2,2.006816864E-2
4.619193937E0,1.700296998E-2,5.701202154E-2,2.495002747E-2
4.635215666E0,-7.845446467E-3,4.498147964E-2,-2.533340454E-2
4.651206877E0,-5.152508616E-3,2.520078421E-2,-4.227447510E-2
4.667198088E0,-2.186014876E-2,5.008292198E-2,-2.104949951E-2
4.683158781E0,3.580212593E-3,4.907244444E-2,1.929569244E-2
4.699088957E0,3.748429567E-2,5.938583612E-2,1.422023773E-2
4.715110685E0,3.147572279E-2,3.524225950E-2,5.233669281E-2
4.731071379E0,8.859038353E-4,2.214145660E-2,4.265785217E-2
4.747032072E0,-2.915607393E-2,1.555567980E-2,6.698608398E-3
4.762992765E0,-2.940719575E-2,3.818571568E-3,-3.881072998E-2
4.778983976E0,-2.693824843E-2,2.527832985E-4,-6.046962738E-2
4.794975187E0,-1.940751076E-2,7.755398750E-3,-4.395866394E-2
4.810935881E0,-1.926459372E-3,2.079755068E-2,-3.572463989E-3
4.826896574E0,-2.059068531E-2,2.155470848E-2,4.163169861E-2
4.842887785E0,-1.998803020E-2,3.070926666E-2,7.736396790E-2
4.858848478E0,-1.439138874E-2,3.642177582E-2,6.291103363E-2
4.874839689E0,-9.351603687E-3,4.430633783E-2,3.650951385E-2
4.890800383E0,-5.683591217E-2,5.978208780E-2,4.119777679E-2
4.906730558E0,-4.411898926E-2,6.927722692E-2,5.073547363E-3
4.922721769E0,-5.056706443E-2,8.149647713E-2,-8.635616302E-2
4.938712980E0,-1.910043135E-2,6.404185295E-2,-9.432029724E-2
4.954704191E0,2.869326621E-3,4.583108425E-2,-4.755783081E-2
4.970634367E0,6.823919713E-3,4.032135010E-3,7.320213318E-2
4.986564543E0,-1.293120906E-2,-2.858161926E-3,1.509752274E-1
5.002494719E0,-5.760839209E-2,-2.989315987E-2,4.469871521E-2
5.018485929E0,-2.864454128E-2,-2.975320816E-2,-7.580280304E-2
5.034507658E0,-5.270395428E-3,-4.310905933E-3,-3.837966919E-2
5.050468351E0,-1.146997884E-2,1.603007317E-3,-8.010482788E-2
5.066429045E0,2.248569578E-2,2.918422222E-2,2.480506897E-3
5.082389738E0,4.638180509E-2,6.699401140E-2,1.688432693E-1
5.098350431E0,5.879203603E-2,3.694546223E-2,1.056375504E-1
5.114372160E0,-4.974428564E-3,-5.237388611E-2,-3.620424271E-1
5.130363371E0,-3.193061799E-3,2.880454063E-2,-1.140708923E-1
5.146324064E0,-4.871158302E-2,2.281761169E-2,-7.068758011E-1
5.162254240E0,-2.844914608E-2,3.912293911E-2,5.820026398E-1
5.178214933E0,-7.730165869E-2,2.754640579E-2,-1.783561707E-2
5.194236662E0,-3.571100533E-3,1.167249680E-2,5.706110001E-1
5.210227873E0,-7.545780391E-3,4.939633608E-2,-2.050781250E-1
5.226219084E0,-2.227578685E-2,-1.517146826E-2,-2.073221207E-1
5.242149260E0,-4.705767334E-2,-2.583616972E-2,-2.243127823E-1
5.258109953E0,-3.335584700E-2,-3.413432837E-2,-1.651382446E-1
5.274131681E0,-5.329079553E-2,-3.699916601E-2,-3.924465179E-2
5.290122892E0,-2.513976395E-2,-9.735643864E-3,9.377479553E-2
5.306114103E0,-2.531345934E-2,1.048564911E-2,9.287834167E-2
5.322044279E0,-1.777670532E-2,2.125251293E-2,2.748680115E-2
5.338004972E0,-1.871033758E-2,5.955469608E-2,1.723957062E-2
5.354026701E0,-1.771032438E-2,6.174290180E-2,1.659584045E-2
5.369987394E0,-3.129505366E-2,3.965324163E-2,5.908107758E-2
5.385978605E0,5.873057991E-3,2.179026604E-3,-2.047443390E-2
5.401908781E0,2.522074431E-2,-1.565721631E-2,-1.766529083E-1
5.417869474E0,4.286635667E-3,-2.376854420E-2,-9.829998016E-2
5.433891203E0,-2.402313054E-2,-1.369631290E-2,1.595697403E-1
5.449851896E0,-2.699480020E-2,-1.143592596E-2,3.074598312E-1
5.465873625E0,3.543872386E-3,1.609003544E-2,1.180477142E-1
5.481834318E0,1.829192042E-2,2.969935536E-2,-1.718215942E-1
5.497795011E0,4.024391994E-2,5.436214805E-2,-2.583541870E-1
5.513816740E0,3.968282044E-2,2.544322610E-2,-1.715469360E-2
5.529807951E0,-2.680062503E-2,-2.257347107E-3,2.599220276E-1
5.545799162E0,-1.117113829E-1,-4.863652587E-2,2.474918365E-1
5.561729338E0,-1.141121089E-1,-6.600356102E-2,3.175258636E-2
5.577690031E0,-6.485349685E-2,-5.887228251E-2,-1.289319992E-1
5.593711760E0,-5.881927907E-3,-2.777397633E-2,-1.557178497E-1
5.609702970E0,5.083537102E-2,-3.467589617E-3,-3.902626038E-2
5.625694181E0,4.542336613E-2,1.323279738E-2,1.207256317E-1
5.641654875E0,1.422707736E-2,1.650947332E-2,7.704925537E-2
5.657646086E0,-4.311497509E-2,1.538464427E-2,3.585910797E-2
5.673667814E0,-9.751370549E-2,4.219949245E-3,2.343368530E-2
5.689659025E0,-6.871733814E-2,7.176458836E-3,-6.079864502E-2
5.705650236E0,-6.632156670E-3,-3.937482834E-4,-1.570138931E-1
5.721580412E0,2.476946637E-2,-3.156001866E-2,-5.214309692E-2
5.737541105E0,3.239116445E-2,-3.493772447E-2,8.146381378E-2
5.753562834E0,3.319736570E-3,-2.785114944E-2,1.840085983E-1
5.769523527E0,-2.285882644E-2,-1.049499214E-2,1.597700119E-1
5.785545256E0,-6.980112940E-2,-7.106587291E-3,-8.015632629E-3
5.801505949E0,-4.270776361E-2,5.810409784E-3,-6.804847717E-2
5.817497160E0,-3.743657470E-2,-1.524856687E-2,-4.908943176E-2
5.833427336E0,-2.448207885E-2,-2.326674759E-2,-2.528219223E-1
5.849418547E0,6.620661914E-2,-4.151150584E-3,-4.958438873E-2
5.865440275E0,4.696369916E-2,-3.576475009E-2,3.979244232E-1
5.881431486E0,2.702310681E-2,-7.538674772E-2,2.374229431E-1
